Source,Target,Weight,Type
Judge_dee.txt_55,Judge_dee.txt_8,3,undirected
Judge_dee.txt_55,Judge_dee.txt_33,1,undirected
Judge_dee.txt_55,Judge_dee.txt_37,2,undirected
Judge_dee.txt_55,Judge_dee.txt_43,1,undirected
Judge_dee.txt_55,Judge_dee.txt_45,3,undirected
Judge_dee.txt_56,A_Study_in_Scarlet.txt_31,2,undirected
Judge_dee.txt_56,A_Study_in_Scarlet.txt_34,2,undirected
Judge_dee.txt_56,Judge_dee.txt_2,4,undirected
Judge_dee.txt_56,Judge_dee.txt_4,1,undirected
Judge_dee.txt_56,Judge_dee.txt_22,2,undirected
Judge_dee.txt_56,Judge_dee.txt_32,1,undirected
Judge_dee.txt_56,Judge_dee.txt_43,6,undirected
Judge_dee.txt_56,Judge_dee.txt_44,3,undirected
Judge_dee.txt_56,Judge_dee.txt_45,1,undirected
Judge_dee.txt_56,Judge_dee.txt_49,1,undirected
Judge_dee.txt_56,Judge_dee.txt_52,2,undirected
Judge_dee.txt_57,A_Study_in_Scarlet.txt_36,2,undirected
Judge_dee.txt_57,Judge_dee.txt_10,2,undirected
Judge_dee.txt_57,Judge_dee.txt_47,3,undirected
Judge_dee.txt_57,Judge_dee.txt_60,1,undirected
Judge_dee.txt_58,A_Study_in_Scarlet.txt_3,3,undirected
Judge_dee.txt_58,A_Study_in_Scarlet.txt_4,2,undirected
Judge_dee.txt_58,A_Study_in_Scarlet.txt_14,3,undirected
Judge_dee.txt_58,A_Study_in_Scarlet.txt_17,2,undirected
Judge_dee.txt_58,A_Study_in_Scarlet.txt_28,3,undirected
Judge_dee.txt_58,A_Study_in_Scarlet.txt_39,2,undirected
Judge_dee.txt_58,Judge_dee.txt_9,1,undirected
Judge_dee.txt_58,Judge_dee.txt_10,4,undirected
Judge_dee.txt_58,Judge_dee.txt_17,6,undirected
Judge_dee.txt_58,Judge_dee.txt_47,3,undirected
Judge_dee.txt_59,Judge_dee.txt_23,1,undirected
Judge_dee.txt_59,Judge_dee.txt_42,2,undirected
Judge_dee.txt_59,Judge_dee.txt_43,5,undirected
Judge_dee.txt_60,A_Study_in_Scarlet.txt_22,4,undirected
Judge_dee.txt_60,A_Study_in_Scarlet.txt_25,1,undirected
Judge_dee.txt_60,Judge_dee.txt_3,2,undirected
Judge_dee.txt_60,Judge_dee.txt_42,6,undirected
Judge_dee.txt_60,Judge_dee.txt_57,1,undirected
Judge_dee.txt_61,A_Study_in_Scarlet.txt_21,1,undirected
Judge_dee.txt_61,A_Study_in_Scarlet.txt_26,1,undirected
Judge_dee.txt_61,Judge_dee.txt_2,1,undirected
Judge_dee.txt_61,Judge_dee.txt_41,3,undirected
Judge_dee.txt_61,Judge_dee.txt_45,6,undirected
Judge_dee.txt_61,Judge_dee.txt_62,5,undirected
Judge_dee.txt_61,Judge_dee.txt_63,1,undirected
Judge_dee.txt_61,Judge_dee.txt_64,3,undirected
Judge_dee.txt_62,A_Study_in_Scarlet.txt_15,1,undirected
Judge_dee.txt_62,A_Study_in_Scarlet.txt_19,2,undirected
Judge_dee.txt_62,Judge_dee.txt_1,2,undirected
Judge_dee.txt_62,Judge_dee.txt_42,1,undirected
Judge_dee.txt_62,Judge_dee.txt_61,5,undirected
Judge_dee.txt_63,Judge_dee.txt_49,2,undirected
Judge_dee.txt_63,Judge_dee.txt_61,1,undirected
Judge_dee.txt_63,Judge_dee.txt_64,1,undirected
Judge_dee.txt_63,Judge_dee.txt_65,6,undirected
Judge_dee.txt_64,Judge_dee.txt_54,2,undirected
Judge_dee.txt_64,Judge_dee.txt_61,3,undirected
Judge_dee.txt_64,Judge_dee.txt_63,1,undirected
Judge_dee.txt_65,A_Study_in_Scarlet.txt_29,3,undirected
Judge_dee.txt_65,Judge_dee.txt_2,2,undirected
Judge_dee.txt_65,Judge_dee.txt_49,5,undirected
Judge_dee.txt_65,Judge_dee.txt_63,6,undirected
